OBJECTID,rotacja,sym,sym_w,X,Y
1620,205,1,28,0.000000000000000,0.000000000000000
1621,184,3,29,0.000000000000000,0.000000000000000
1622,334,1,21,0.000000000000000,0.000000000000000
1623,157,1,21,0.000000000000000,0.000000000000000
1624,121,3,16,0.000000000000000,0.000000000000000
1625,37,1,22,0.000000000000000,0.000000000000000
1626,157,1,25,0.000000000000000,0.000000000000000
1627,172,1,28,0.000000000000000,0.000000000000000
1628,235,1,21,0.000000000000000,0.000000000000000
1629,210,4,25,0.000000000000000,0.000000000000000
1630,312,1,29,0.000000000000000,0.000000000000000
1631,226,3,26,0.000000000000000,0.000000000000000
1632,11,3,19,0.000000000000000,0.000000000000000
1633,330,4,21,0.000000000000000,0.000000000000000
1634,322,4,22,0.000000000000000,0.000000000000000
1635,45,1,18,0.000000000000000,0.000000000000000
1636,142,4,27,0.000000000000000,0.000000000000000
1637,272,1,17,0.000000000000000,0.000000000000000
1638,239,2,20,0.000000000000000,0.000000000000000
1639,329,3,25,0.000000000000000,0.000000000000000
1640,268,2,18,0.000000000000000,0.000000000000000
1641,145,4,18,0.000000000000000,0.000000000000000
1642,295,2,19,0.000000000000000,0.000000000000000
1643,201,4,16,0.000000000000000,0.000000000000000
1644,301,1,20,0.000000000000000,0.000000000000000
1645,175,1,25,0.000000000000000,0.000000000000000
1646,90,1,22,0.000000000000000,0.000000000000000
1647,29,3,20,0.000000000000000,0.000000000000000
1648,227,1,23,0.000000000000000,0.000000000000000
1649,328,1,20,0.000000000000000,0.000000000000000
1650,348,1,22,0.000000000000000,0.000000000000000
1651,254,3,21,0.000000000000000,0.000000000000000
1652,136,3,26,0.000000000000000,0.000000000000000
1653,249,3,19,0.000000000000000,0.000000000000000
1654,121,3,24,0.000000000000000,0.000000000000000
1655,216,3,17,0.000000000000000,0.000000000000000
1656,45,2,24,0.000000000000000,0.000000000000000
1657,56,2,26,0.000000000000000,0.000000000000000
1658,24,3,20,0.000000000000000,0.000000000000000
1659,261,2,19,0.000000000000000,0.000000000000000
1660,161,2,27,0.000000000000000,0.000000000000000
1661,53,4,27,0.000000000000000,0.000000000000000
1662,54,3,22,0.000000000000000,0.000000000000000
1663,281,4,19,0.000000000000000,0.000000000000000
1664,88,3,17,0.000000000000000,0.000000000000000
1665,269,2,25,0.000000000000000,0.000000000000000
1666,72,1,15,0.000000000000000,0.000000000000000
1667,120,2,25,0.000000000000000,0.000000000000000
1668,145,2,23,0.000000000000000,0.000000000000000
1669,38,3,23,0.000000000000000,0.000000000000000
1670,143,1,24,0.000000000000000,0.000000000000000
1671,89,4,23,0.000000000000000,0.000000000000000
1672,41,4,15,0.000000000000000,0.000000000000000
1673,335,3,15,0.000000000000000,0.000000000000000
1674,141,1,16,0.000000000000000,0.000000000000000
1675,132,3,25,0.000000000000000,0.000000000000000
1676,255,4,27,0.000000000000000,0.000000000000000
1677,66,4,29,0.000000000000000,0.000000000000000
1678,179,3,23,0.000000000000000,0.000000000000000
1679,226,4,23,0.000000000000000,0.000000000000000
1680,274,4,29,0.000000000000000,0.000000000000000
1681,216,3,24,0.000000000000000,0.000000000000000
1682,162,1,25,0.000000000000000,0.000000000000000
1683,214,1,21,0.000000000000000,0.000000000000000
1684,122,2,18,0.000000000000000,0.000000000000000
1685,181,1,30,0.000000000000000,0.000000000000000
1686,22,1,23,0.000000000000000,0.000000000000000
1687,176,1,16,0.000000000000000,0.000000000000000
1688,54,3,26,0.000000000000000,0.000000000000000
1689,205,3,16,0.000000000000000,0.000000000000000
1690,32,1,22,0.000000000000000,0.000000000000000
1691,290,4,15,0.000000000000000,0.000000000000000
1692,162,1,30,0.000000000000000,0.000000000000000
1693,20,3,15,0.000000000000000,0.000000000000000
1694,222,2,23,0.000000000000000,0.000000000000000
1695,195,4,29,0.000000000000000,0.000000000000000
1696,173,1,19,0.000000000000000,0.000000000000000
1697,21,1,23,0.000000000000000,0.000000000000000
1698,96,4,27,0.000000000000000,0.000000000000000
1699,43,4,28,0.000000000000000,0.000000000000000
1700,104,1,30,0.000000000000000,0.000000000000000
1701,130,3,15,0.000000000000000,0.000000000000000
1702,207,3,19,0.000000000000000,0.000000000000000
1703,29,4,21,0.000000000000000,0.000000000000000
1704,258,3,24,0.000000000000000,0.000000000000000
1705,168,1,16,0.000000000000000,0.000000000000000
1706,285,1,29,0.000000000000000,0.000000000000000
1707,203,2,29,0.000000000000000,0.000000000000000
1708,131,1,30,0.000000000000000,0.000000000000000
1709,117,2,22,0.000000000000000,0.000000000000000
1710,171,2,27,0.000000000000000,0.000000000000000
1711,248,3,26,0.000000000000000,0.000000000000000
1712,138,3,19,0.000000000000000,0.000000000000000
1713,134,2,15,0.000000000000000,0.000000000000000
1714,59,3,19,0.000000000000000,0.000000000000000
1715,315,4,27,0.000000000000000,0.000000000000000
1716,307,4,25,0.000000000000000,0.000000000000000
1717,140,3,21,0.000000000000000,0.000000000000000
1718,160,3,30,0.000000000000000,0.000000000000000
1719,59,2,19,0.000000000000000,0.000000000000000
1720,217,1,20,0.000000000000000,0.000000000000000
1721,286,1,28,0.000000000000000,0.000000000000000
1722,253,3,28,0.000000000000000,0.000000000000000
1723,215,2,24,0.000000000000000,0.000000000000000
1724,94,2,26,0.000000000000000,0.000000000000000
1725,324,2,30,0.000000000000000,0.000000000000000
1726,337,1,22,0.000000000000000,0.000000000000000
1727,266,1,22,0.000000000000000,0.000000000000000
1728,136,3,18,0.000000000000000,0.000000000000000
1729,251,1,24,0.000000000000000,0.000000000000000
1730,311,1,23,0.000000000000000,0.000000000000000
1731,136,1,18,0.000000000000000,0.000000000000000
1732,129,2,30,0.000000000000000,0.000000000000000
1733,272,4,26,0.000000000000000,0.000000000000000
1734,251,3,30,0.000000000000000,0.000000000000000
1735,181,4,19,0.000000000000000,0.000000000000000
1736,51,4,29,0.000000000000000,0.000000000000000
1737,272,2,28,0.000000000000000,0.000000000000000
1738,312,3,29,0.000000000000000,0.000000000000000
1739,201,4,25,0.000000000000000,0.000000000000000
1740,113,2,23,0.000000000000000,0.000000000000000
1741,100,2,20,0.000000000000000,0.000000000000000
1742,1,2,24,0.000000000000000,0.000000000000000
1743,42,1,24,0.000000000000000,0.000000000000000
1744,196,1,21,0.000000000000000,0.000000000000000
1745,127,4,21,0.000000000000000,0.000000000000000
1746,193,3,24,0.000000000000000,0.000000000000000
1747,351,3,18,0.000000000000000,0.000000000000000
1748,47,3,25,0.000000000000000,0.000000000000000
1749,129,3,18,0.000000000000000,0.000000000000000
1750,48,4,22,0.000000000000000,0.000000000000000
1751,269,4,25,0.000000000000000,0.000000000000000
1752,173,2,23,0.000000000000000,0.000000000000000
1753,305,1,24,0.000000000000000,0.000000000000000
1754,146,2,16,0.000000000000000,0.000000000000000
1755,14,4,30,0.000000000000000,0.000000000000000
1756,110,3,21,0.000000000000000,0.000000000000000
1757,296,3,19,0.000000000000000,0.000000000000000
1758,31,2,24,0.000000000000000,0.000000000000000
1759,92,2,21,0.000000000000000,0.000000000000000
1760,142,1,29,0.000000000000000,0.000000000000000
1761,24,4,27,0.000000000000000,0.000000000000000
1762,24,2,26,0.000000000000000,0.000000000000000
1763,24,3,24,0.000000000000000,0.000000000000000
1764,264,4,27,0.000000000000000,0.000000000000000
1765,25,4,25,0.000000000000000,0.000000000000000
1766,206,1,18,0.000000000000000,0.000000000000000
1767,240,1,27,0.000000000000000,0.000000000000000
1768,290,1,18,0.000000000000000,0.000000000000000
1769,32,1,29,0.000000000000000,0.000000000000000
1770,281,1,16,0.000000000000000,0.000000000000000
1771,298,1,18,0.000000000000000,0.000000000000000
1772,318,2,20,0.000000000000000,0.000000000000000
1773,351,1,26,0.000000000000000,0.000000000000000
1774,82,2,17,0.000000000000000,0.000000000000000
1775,302,2,21,0.000000000000000,0.000000000000000
1776,38,2,20,0.000000000000000,0.000000000000000
1777,83,3,22,0.000000000000000,0.000000000000000
1778,109,2,21,0.000000000000000,0.000000000000000
1779,137,4,28,0.000000000000000,0.000000000000000
1780,74,4,17,0.000000000000000,0.000000000000000
1781,354,3,15,0.000000000000000,0.000000000000000
1782,36,3,20,0.000000000000000,0.000000000000000
1783,151,2,21,0.000000000000000,0.000000000000000
1784,218,4,26,0.000000000000000,0.000000000000000
1785,109,4,29,0.000000000000000,0.000000000000000
1786,8,2,24,0.000000000000000,0.000000000000000
1787,51,4,27,0.000000000000000,0.000000000000000
1788,290,1,22,0.000000000000000,0.000000000000000
1789,192,1,22,0.000000000000000,0.000000000000000
1790,133,3,29,0.000000000000000,0.000000000000000
1791,17,2,25,0.000000000000000,0.000000000000000
1792,287,4,25,0.000000000000000,0.000000000000000
1793,50,4,28,0.000000000000000,0.000000000000000
1794,103,1,26,0.000000000000000,0.000000000000000
1795,74,2,23,0.000000000000000,0.000000000000000
1796,122,4,17,0.000000000000000,0.000000000000000
1797,239,4,16,0.000000000000000,0.000000000000000
1798,118,4,18,0.000000000000000,0.000000000000000
1799,284,1,29,0.000000000000000,0.000000000000000
1800,332,1,15,0.000000000000000,0.000000000000000
1801,120,3,27,0.000000000000000,0.000000000000000
1802,2,1,19,0.000000000000000,0.000000000000000
1803,326,3,22,0.000000000000000,0.000000000000000
1804,72,4,22,0.000000000000000,0.000000000000000
1805,324,2,27,0.000000000000000,0.000000000000000
1806,215,1,20,0.000000000000000,0.000000000000000
1807,298,1,28,0.000000000000000,0.000000000000000
1808,269,1,24,0.000000000000000,0.000000000000000
1809,91,4,17,0.000000000000000,0.000000000000000
1810,188,3,23,0.000000000000000,0.000000000000000
1811,233,4,22,0.000000000000000,0.000000000000000
1812,328,2,21,0.000000000000000,0.000000000000000
1813,143,1,22,0.000000000000000,0.000000000000000
1814,226,2,27,0.000000000000000,0.000000000000000
1815,155,4,23,0.000000000000000,0.000000000000000
1816,216,3,24,0.000000000000000,0.000000000000000
1817,111,2,21,0.000000000000000,0.000000000000000
1818,246,2,22,0.000000000000000,0.000000000000000
1819,350,4,18,0.000000000000000,0.000000000000000
1820,289,4,26,0.000000000000000,0.000000000000000
1821,112,4,19,0.000000000000000,0.000000000000000
1822,141,1,19,0.000000000000000,0.000000000000000
1823,44,2,27,0.000000000000000,0.000000000000000
1824,240,3,30,0.000000000000000,0.000000000000000
1825,160,3,26,0.000000000000000,0.000000000000000
1826,79,3,27,0.000000000000000,0.000000000000000
1827,315,1,15,0.000000000000000,0.000000000000000
1828,335,2,28,0.000000000000000,0.000000000000000
1829,160,4,17,0.000000000000000,0.000000000000000
1830,142,4,15,0.000000000000000,0.000000000000000
1831,51,3,22,0.000000000000000,0.000000000000000
1832,190,4,21,0.000000000000000,0.000000000000000
1833,326,2,17,0.000000000000000,0.000000000000000
1834,121,2,15,0.000000000000000,0.000000000000000
1835,140,4,27,0.000000000000000,0.000000000000000
1836,78,4,23,0.000000000000000,0.000000000000000
1837,41,2,26,0.000000000000000,0.000000000000000
1838,316,3,15,0.000000000000000,0.000000000000000
1839,47,2,19,0.000000000000000,0.000000000000000
1840,341,2,28,0.000000000000000,0.000000000000000
1841,86,3,19,0.000000000000000,0.000000000000000
1842,200,1,23,0.000000000000000,0.000000000000000
1843,137,2,21,0.000000000000000,0.000000000000000
1844,323,3,30,0.000000000000000,0.000000000000000
1845,106,2,20,0.000000000000000,0.000000000000000
1846,108,1,28,0.000000000000000,0.000000000000000
1847,32,3,21,0.000000000000000,0.000000000000000
1848,326,1,19,0.000000000000000,0.000000000000000
1849,204,4,27,0.000000000000000,0.000000000000000
1850,300,2,27,0.000000000000000,0.000000000000000
1851,234,4,29,0.000000000000000,0.000000000000000
1852,55,3,20,0.000000000000000,0.000000000000000
1853,358,1,23,0.000000000000000,0.000000000000000
1854,26,4,22,0.000000000000000,0.000000000000000
1855,200,4,28,0.000000000000000,0.000000000000000
1856,324,3,26,0.000000000000000,0.000000000000000
1857,27,1,19,0.000000000000000,0.000000000000000
1858,324,2,26,0.000000000000000,0.000000000000000
1859,80,2,26,0.000000000000000,0.000000000000000
1860,19,3,17,0.000000000000000,0.000000000000000
1861,323,4,17,0.000000000000000,0.000000000000000
1862,190,1,23,0.000000000000000,0.000000000000000
1863,25,1,24,0.000000000000000,0.000000000000000
1864,170,2,20,0.000000000000000,0.000000000000000
1865,284,4,28,0.000000000000000,0.000000000000000
1866,313,2,27,0.000000000000000,0.000000000000000
1867,338,2,19,0.000000000000000,0.000000000000000
1868,250,4,18,0.000000000000000,0.000000000000000
1869,85,3,28,0.000000000000000,0.000000000000000
1870,51,3,26,0.000000000000000,0.000000000000000
1871,308,1,24,0.000000000000000,0.000000000000000
1872,3,4,15,0.000000000000000,0.000000000000000
1873,201,4,30,0.000000000000000,0.000000000000000
1874,30,4,27,0.000000000000000,0.000000000000000
1875,96,1,23,0.000000000000000,0.000000000000000
1876,226,2,27,0.000000000000000,0.000000000000000
1877,336,4,23,0.000000000000000,0.000000000000000
1878,10,2,17,0.000000000000000,0.000000000000000
1879,276,2,17,0.000000000000000,0.000000000000000
1880,279,1,16,0.000000000000000,0.000000000000000
1881,123,4,28,0.000000000000000,0.000000000000000
1882,80,1,21,0.000000000000000,0.000000000000000
1883,135,2,18,0.000000000000000,0.000000000000000
1884,189,3,28,0.000000000000000,0.000000000000000
1885,352,4,30,0.000000000000000,0.000000000000000
1886,232,2,29,0.000000000000000,0.000000000000000
1887,175,1,24,0.000000000000000,0.000000000000000
1888,70,1,17,0.000000000000000,0.000000000000000
1889,250,1,26,0.000000000000000,0.000000000000000
1890,234,3,21,0.000000000000000,0.000000000000000
1891,163,2,27,0.000000000000000,0.000000000000000
1892,30,2,25,0.000000000000000,0.000000000000000
1893,19,3,23,0.000000000000000,0.000000000000000
1894,282,1,23,0.000000000000000,0.000000000000000
1895,352,3,17,0.000000000000000,0.000000000000000
1896,147,3,23,0.000000000000000,0.000000000000000
1897,192,2,24,0.000000000000000,0.000000000000000
1898,4,4,27,0.000000000000000,0.000000000000000
1899,100,3,22,0.000000000000000,0.000000000000000
1900,73,2,27,0.000000000000000,0.000000000000000
1901,160,2,23,0.000000000000000,0.000000000000000
1902,282,1,28,0.000000000000000,0.000000000000000
1903,60,2,17,0.000000000000000,0.000000000000000
1904,16,4,25,0.000000000000000,0.000000000000000
1905,54,2,18,0.000000000000000,0.000000000000000
1906,34,3,22,0.000000000000000,0.000000000000000
1907,13,3,20,0.000000000000000,0.000000000000000
1908,137,1,15,0.000000000000000,0.000000000000000
1909,49,4,27,0.000000000000000,0.000000000000000
1910,10,2,22,0.000000000000000,0.000000000000000
1911,322,2,19,0.000000000000000,0.000000000000000
1912,97,1,25,0.000000000000000,0.000000000000000
1913,166,4,20,0.000000000000000,0.000000000000000
1914,335,4,29,0.000000000000000,0.000000000000000
1915,145,4,29,0.000000000000000,0.000000000000000
1916,142,2,29,0.000000000000000,0.000000000000000
1917,79,3,24,0.000000000000000,0.000000000000000
1918,236,4,29,0.000000000000000,0.000000000000000
1919,40,1,17,0.000000000000000,0.000000000000000
1920,27,2,25,0.000000000000000,0.000000000000000
1921,185,4,30,0.000000000000000,0.000000000000000
1922,45,1,22,0.000000000000000,0.000000000000000
1923,303,2,30,0.000000000000000,0.000000000000000
1924,74,3,16,0.000000000000000,0.000000000000000
1925,188,3,24,0.000000000000000,0.000000000000000
1926,192,2,21,0.000000000000000,0.000000000000000
1927,118,1,23,0.000000000000000,0.000000000000000
1928,292,3,25,0.000000000000000,0.000000000000000
1929,90,2,18,0.000000000000000,0.000000000000000
1930,179,4,16,0.000000000000000,0.000000000000000
1931,70,1,22,0.000000000000000,0.000000000000000
1932,46,1,23,0.000000000000000,0.000000000000000
1933,173,3,18,0.000000000000000,0.000000000000000
1934,180,2,24,0.000000000000000,0.000000000000000
1935,107,3,16,0.000000000000000,0.000000000000000
1936,353,2,18,0.000000000000000,0.000000000000000
1937,187,4,18,0.000000000000000,0.000000000000000
1938,324,2,24,0.000000000000000,0.000000000000000
1939,180,2,27,0.000000000000000,0.000000000000000
1940,87,1,17,0.000000000000000,0.000000000000000
1941,103,4,16,0.000000000000000,0.000000000000000
1942,299,1,17,0.000000000000000,0.000000000000000
1943,350,1,30,0.000000000000000,0.000000000000000
1944,99,3,15,0.000000000000000,0.000000000000000
1945,115,1,18,0.000000000000000,0.000000000000000
1946,118,4,28,0.000000000000000,0.000000000000000
1947,16,4,22,0.000000000000000,0.000000000000000
1948,18,2,25,0.000000000000000,0.000000000000000
1949,91,1,20,0.000000000000000,0.000000000000000
1950,345,3,24,0.000000000000000,0.000000000000000
1951,251,2,21,0.000000000000000,0.000000000000000
1952,314,2,17,0.000000000000000,0.000000000000000
1953,115,1,19,0.000000000000000,0.000000000000000
1954,102,1,18,0.000000000000000,0.000000000000000
1955,258,3,23,0.000000000000000,0.000000000000000
1956,147,4,26,0.000000000000000,0.000000000000000
1957,167,1,27,0.000000000000000,0.000000000000000
1958,169,4,23,0.000000000000000,0.000000000000000
1959,234,3,24,0.000000000000000,0.000000000000000
1960,347,4,30,0.000000000000000,0.000000000000000
1961,221,1,25,0.000000000000000,0.000000000000000
1962,129,2,23,0.000000000000000,0.000000000000000
1963,193,1,29,0.000000000000000,0.000000000000000
1964,242,3,18,0.000000000000000,0.000000000000000
1965,235,1,20,0.000000000000000,0.000000000000000
1966,111,1,15,0.000000000000000,0.000000000000000
1967,194,1,28,0.000000000000000,0.000000000000000
1968,197,2,27,0.000000000000000,0.000000000000000
1969,261,3,15,0.000000000000000,0.000000000000000
1970,37,1,30,0.000000000000000,0.000000000000000
1971,184,1,23,0.000000000000000,0.000000000000000
1972,41,1,15,0.000000000000000,0.000000000000000
1973,117,2,23,0.000000000000000,0.000000000000000
1974,98,1,21,0.000000000000000,0.000000000000000
1975,201,4,29,0.000000000000000,0.000000000000000
1976,170,2,23,0.000000000000000,0.000000000000000
1977,312,1,21,0.000000000000000,0.000000000000000
1978,41,4,21,0.000000000000000,0.000000000000000
1979,247,2,27,0.000000000000000,0.000000000000000
1980,218,3,22,0.000000000000000,0.000000000000000
1981,56,1,17,0.000000000000000,0.000000000000000
1982,262,4,29,0.000000000000000,0.000000000000000
1983,202,3,24,0.000000000000000,0.000000000000000
1984,261,1,26,0.000000000000000,0.000000000000000
1985,163,1,28,0.000000000000000,0.000000000000000
1986,142,2,30,0.000000000000000,0.000000000000000
1987,170,2,20,0.000000000000000,0.000000000000000
1988,181,2,30,0.000000000000000,0.000000000000000
1989,219,2,27,0.000000000000000,0.000000000000000
1990,211,2,15,0.000000000000000,0.000000000000000
1991,191,1,29,0.000000000000000,0.000000000000000
1992,346,1,28,0.000000000000000,0.000000000000000
1993,307,3,30,0.000000000000000,0.000000000000000
1994,342,4,28,0.000000000000000,0.000000000000000
1995,76,1,17,0.000000000000000,0.000000000000000
1996,302,2,30,0.000000000000000,0.000000000000000
1997,298,2,22,0.000000000000000,0.000000000000000
1998,193,1,30,0.000000000000000,0.000000000000000
1999,90,2,25,0.000000000000000,0.000000000000000
2000,108,3,24,0.000000000000000,0.000000000000000
2001,141,2,30,0.000000000000000,0.000000000000000
2002,231,1,18,0.000000000000000,0.000000000000000
2003,0,2,26,0.000000000000000,0.000000000000000
2004,256,4,26,0.000000000000000,0.000000000000000
2005,277,1,15,0.000000000000000,0.000000000000000
2006,186,4,19,0.000000000000000,0.000000000000000
2007,98,3,21,0.000000000000000,0.000000000000000
2008,133,1,25,0.000000000000000,0.000000000000000
2009,224,4,29,0.000000000000000,0.000000000000000
2010,106,1,25,0.000000000000000,0.000000000000000
2011,275,2,22,0.000000000000000,0.000000000000000
2012,349,3,16,0.000000000000000,0.000000000000000
2013,210,4,17,0.000000000000000,0.000000000000000
2014,161,2,23,0.000000000000000,0.000000000000000
2015,35,2,27,0.000000000000000,0.000000000000000
2016,213,3,27,0.000000000000000,0.000000000000000
2017,297,2,29,0.000000000000000,0.000000000000000
2018,15,3,26,0.000000000000000,0.000000000000000
2019,204,4,28,0.000000000000000,0.000000000000000
2020,39,1,25,0.000000000000000,0.000000000000000
2021,87,3,15,0.000000000000000,0.000000000000000
2022,70,2,28,0.000000000000000,0.000000000000000
2023,225,2,21,0.000000000000000,0.000000000000000
2024,256,1,16,0.000000000000000,0.000000000000000
2025,276,1,16,0.000000000000000,0.000000000000000
2026,334,3,22,0.000000000000000,0.000000000000000
2027,69,2,30,0.000000000000000,0.000000000000000
2028,163,1,16,0.000000000000000,0.000000000000000
2029,156,4,19,0.000000000000000,0.000000000000000
2030,295,1,16,0.000000000000000,0.000000000000000
2031,306,2,17,0.000000000000000,0.000000000000000
2032,215,1,18,0.000000000000000,0.000000000000000
2033,255,3,21,0.000000000000000,0.000000000000000
2034,271,4,27,0.000000000000000,0.000000000000000
2035,345,3,29,0.000000000000000,0.000000000000000
2036,201,3,27,0.000000000000000,0.000000000000000
2037,246,1,28,0.000000000000000,0.000000000000000
2038,8,2,25,0.000000000000000,0.000000000000000
2039,289,4,19,0.000000000000000,0.000000000000000
2040,101,3,21,0.000000000000000,0.000000000000000
2041,238,3,28,0.000000000000000,0.000000000000000
2042,68,1,24,0.000000000000000,0.000000000000000
2043,283,4,24,0.000000000000000,0.000000000000000
2044,314,4,22,0.000000000000000,0.000000000000000
2045,267,1,23,0.000000000000000,0.000000000000000
2046,327,2,16,0.000000000000000,0.000000000000000
2047,272,3,20,0.000000000000000,0.000000000000000
2048,86,1,17,0.000000000000000,0.000000000000000
2049,325,3,28,0.000000000000000,0.000000000000000
2050,46,4,19,0.000000000000000,0.000000000000000
2051,189,1,15,0.000000000000000,0.000000000000000
2052,236,4,28,0.000000000000000,0.000000000000000
2053,78,1,19,0.000000000000000,0.000000000000000
2054,333,2,27,0.000000000000000,0.000000000000000
2055,234,1,28,0.000000000000000,0.000000000000000
2056,338,4,27,0.000000000000000,0.000000000000000
2057,259,4,17,0.000000000000000,0.000000000000000
2058,97,2,25,0.000000000000000,0.000000000000000
2059,187,2,25,0.000000000000000,0.000000000000000
2060,55,4,19,0.000000000000000,0.000000000000000
2061,167,4,21,0.000000000000000,0.000000000000000
2062,40,4,29,0.000000000000000,0.000000000000000
2063,294,4,24,0.000000000000000,0.000000000000000
2064,222,1,25,0.000000000000000,0.000000000000000
2065,153,4,24,0.000000000000000,0.000000000000000
2066,356,2,29,0.000000000000000,0.000000000000000
2067,156,2,23,0.000000000000000,0.000000000000000
2068,357,1,28,0.000000000000000,0.000000000000000
2069,252,2,16,0.000000000000000,0.000000000000000
2070,208,4,17,0.000000000000000,0.000000000000000
2071,322,4,29,0.000000000000000,0.000000000000000
2072,120,4,30,0.000000000000000,0.000000000000000
2073,226,3,19,0.000000000000000,0.000000000000000
2074,154,1,27,0.000000000000000,0.000000000000000
2075,114,1,27,0.000000000000000,0.000000000000000
2076,307,3,15,0.000000000000000,0.000000000000000
2077,146,3,21,0.000000000000000,0.000000000000000
2078,79,4,30,0.000000000000000,0.000000000000000
2079,14,2,19,0.000000000000000,0.000000000000000
2080,90,4,27,0.000000000000000,0.000000000000000
2081,258,3,15,0.000000000000000,0.000000000000000
2082,309,1,20,0.000000000000000,0.000000000000000
2083,332,3,21,0.000000000000000,0.000000000000000
2084,140,4,15,0.000000000000000,0.000000000000000
2085,343,3,19,0.000000000000000,0.000000000000000
2086,253,3,21,0.000000000000000,0.000000000000000
2087,138,2,20,0.000000000000000,0.000000000000000
2088,62,4,19,0.000000000000000,0.000000000000000
2089,226,2,21,0.000000000000000,0.000000000000000
2090,95,4,25,0.000000000000000,0.000000000000000
2091,103,1,19,0.000000000000000,0.000000000000000
2092,138,2,23,0.000000000000000,0.000000000000000
2093,171,3,23,0.000000000000000,0.000000000000000
2094,243,2,23,0.000000000000000,0.000000000000000
2095,250,3,29,0.000000000000000,0.000000000000000
2096,123,2,15,0.000000000000000,0.000000000000000
2097,310,2,15,0.000000000000000,0.000000000000000
2098,78,1,25,0.000000000000000,0.000000000000000
2099,195,1,20,0.000000000000000,0.000000000000000
2100,59,3,16,0.000000000000000,0.000000000000000
2101,6,3,16,0.000000000000000,0.000000000000000
2102,97,3,20,0.000000000000000,0.000000000000000
2103,127,2,20,0.000000000000000,0.000000000000000
2104,167,4,29,0.000000000000000,0.000000000000000
2105,261,4,21,0.000000000000000,0.000000000000000
2106,345,3,28,0.000000000000000,0.000000000000000
2107,355,3,19,0.000000000000000,0.000000000000000
2108,97,2,21,0.000000000000000,0.000000000000000
2109,330,4,17,0.000000000000000,0.000000000000000
2110,291,1,20,0.000000000000000,0.000000000000000
2111,193,3,20,0.000000000000000,0.000000000000000
2112,5,4,17,0.000000000000000,0.000000000000000
2113,310,1,30,0.000000000000000,0.000000000000000
2114,272,2,21,0.000000000000000,0.000000000000000
2115,147,2,16,0.000000000000000,0.000000000000000
2116,132,1,27,0.000000000000000,0.000000000000000
2117,151,4,26,0.000000000000000,0.000000000000000
2118,282,4,15,0.000000000000000,0.000000000000000
2119,238,1,25,0.000000000000000,0.000000000000000
2120,275,4,19,0.000000000000000,0.000000000000000
2121,352,2,30,0.000000000000000,0.000000000000000
2122,185,3,19,0.000000000000000,0.000000000000000
2123,237,3,18,0.000000000000000,0.000000000000000
2124,146,2,16,0.000000000000000,0.000000000000000
2125,210,3,23,0.000000000000000,0.000000000000000
2126,32,1,18,0.000000000000000,0.000000000000000
2127,31,1,20,0.000000000000000,0.000000000000000
2128,206,1,28,0.000000000000000,0.000000000000000
2129,317,4,18,0.000000000000000,0.000000000000000
2130,222,1,30,0.000000000000000,0.000000000000000
2131,165,2,27,0.000000000000000,0.000000000000000
2132,14,2,28,0.000000000000000,0.000000000000000
2133,142,1,16,0.000000000000000,0.000000000000000
2134,181,1,21,0.000000000000000,0.000000000000000
2135,18,3,30,0.000000000000000,0.000000000000000
2136,154,2,16,0.000000000000000,0.000000000000000
2137,259,3,24,0.000000000000000,0.000000000000000
2138,10,4,16,0.000000000000000,0.000000000000000
2139,175,4,29,0.000000000000000,0.000000000000000
2140,104,2,23,0.000000000000000,0.000000000000000
2141,60,4,15,0.000000000000000,0.000000000000000
2142,143,1,17,0.000000000000000,0.000000000000000
2143,315,1,23,0.000000000000000,0.000000000000000
2144,267,1,28,0.000000000000000,0.000000000000000
2145,178,2,18,0.000000000000000,0.000000000000000
2146,235,3,26,0.000000000000000,0.000000000000000
2147,248,1,28,0.000000000000000,0.000000000000000
2148,165,1,19,0.000000000000000,0.000000000000000
2149,58,3,23,0.000000000000000,0.000000000000000
2150,261,1,30,0.000000000000000,0.000000000000000
2151,141,1,15,0.000000000000000,0.000000000000000
2152,313,4,28,0.000000000000000,0.000000000000000
2153,295,4,17,0.000000000000000,0.000000000000000
2154,334,2,19,0.000000000000000,0.000000000000000
2155,307,2,25,0.000000000000000,0.000000000000000
2156,105,1,25,0.000000000000000,0.000000000000000
2157,169,4,19,0.000000000000000,0.000000000000000
2158,87,4,26,0.000000000000000,0.000000000000000
2159,241,3,28,0.000000000000000,0.000000000000000
2160,332,4,16,0.000000000000000,0.000000000000000
2161,335,3,26,0.000000000000000,0.000000000000000
2162,243,2,22,0.000000000000000,0.000000000000000
2163,151,3,26,0.000000000000000,0.000000000000000
2164,141,3,27,0.000000000000000,0.000000000000000
2165,55,1,23,0.000000000000000,0.000000000000000
2166,359,2,22,0.000000000000000,0.000000000000000
2167,334,2,30,0.000000000000000,0.000000000000000
2168,285,3,26,0.000000000000000,0.000000000000000
2169,337,1,16,0.000000000000000,0.000000000000000
2170,77,2,25,0.000000000000000,0.000000000000000
2171,206,2,29,0.000000000000000,0.000000000000000
2172,321,3,25,0.000000000000000,0.000000000000000
2173,225,4,22,0.000000000000000,0.000000000000000
2174,13,2,18,0.000000000000000,0.000000000000000
2175,272,1,25,0.000000000000000,0.000000000000000
2176,160,3,30,0.000000000000000,0.000000000000000
2177,120,4,18,0.000000000000000,0.000000000000000
2178,252,1,21,0.000000000000000,0.000000000000000
